metz,smiles,proteinName,protein_dataset
6.2,NC(=O)c1ccc(cc1)c2c[nH]c3nccc(Cl)c23,IRAK1,metz
7.0,NC(=O)c1ccc(cc1)c2c[nH]c3nccc(Cl)c23,MINK,metz
7.0,NC(=O)c1ccc(cc1)c2c[nH]c3nccc(Cl)c23,MKNK2,metz
6.1,NC(=O)c1ccc(cc1)c2c[nH]c3nccc(Cl)c23,PDPK1,metz
6.1,NC(=O)c1ccc(cc1)c2c[nH]c3nccc(Cl)c23,PHKG2,metz
6.7,NC(=O)c1ccc(cc1)c2c[nH]c3nccc(Cl)c23,PKN2,metz
6.1,NC(=O)c1ccc(cc1)c2c[nH]c3nccc(Cl)c23,PRKCD,metz
5.7,NC(=O)c1ccc(cc1)c2c[nH]c3nccc(Cl)c23,PRKCG,metz
6.6,NC(=O)c1ccc(cc1)c2c[nH]c3nccc(Cl)c23,PRKD2,metz
6.7,NC(=O)c1ccc(cc1)c2c[nH]c3nccc(Cl)c23,RPS6KB1,metz
7.1,NC(=O)c1ccc(cc1)c2c[nH]c3nccc(Cl)c23,STK17A,metz
7.4,NC(=O)c1ccc(cc1)c2c[nH]c3nccc(Cl)c23,CDC2,metz
5.8,NC(=O)c1ccc(cc1)c2c[nH]c3nccc(Cl)c23,CSNK2A1,metz
7.0,NC(=O)c1ccc(cc1)c2c[nH]c3nccc(Cl)c23,DYRK3,metz
6.2,NC(=O)c1ccc(cc1)c2c[nH]c3nccc(Cl)c23,HIPK4,metz
6.8,NC(=O)c1ccc(cc1)c2c[nH]c3nccc(Cl)c23,KIAA1811,metz
5.7,NC(=O)c1ccc(cc1)c2c[nH]c3nccc(Cl)c23,MAPKAPK2,metz
5.6,NC(=O)c1ccc(cc1)c2c[nH]c3nccc(Cl)c23,PRKCI,metz
5.8,NC(=O)c1ccc(cc1)c2c[nH]c3nccc(Cl)c23,FRK,metz
6.6,NC(=O)c1ccc(cc1)c2c[nH]c3nccc(Cl)c23,MAP4K5,metz
6.2,NC(=O)c1ccc(cc1)c2c[nH]c3nccc(Cl)c23,TOPK,metz
6.6,NC(=O)c1ccc(cc1)c2c[nH]c3nccc(Cl)c23,SLK,metz
6.5,NC(=O)c1ccc(cc1)c2c[nH]c3nccc(Cl)c23,CAMK2B,metz
6.2,NC(=O)c1ccc(cc1)c2c[nH]c3nccc(Cl)c23,CSNK1D,metz
6.2,NC(=O)c1ccc(cc1)c2c[nH]c3nccc(Cl)c23,DYRK4,metz
5.8,NC(=O)c1ccc(cc1)c2c[nH]c3nccc(Cl)c23,EPHA2,metz
5.5,NC(=O)c1ccc(cc1)c2c[nH]c3nccc(Cl)c23,MAPK12,metz
5.6,NC(=O)c1ccc(cc1)c2c[nH]c3nccc(Cl)c23,MAPK13,metz
5.3,NC(=O)c1ccc(cc1)c2c[nH]c3nccc(Cl)c23,ZAK,metz
7.9,NC(=O)c1ccc(cc1)c2c[nH]c3nccc(Cl)c23,PRKG1,metz
6.8,NC(=O)c1ccc(cc1)c2c[nH]c3nccc(Cl)c23,PRKG2,metz
6.2,NC(=O)c1ccc(cc1)c2c[nH]c3nccc(Cl)c23,AXL,metz
6.2,NC(=O)c1ccc(cc1)c2c[nH]c3nccc(Cl)c23,FLT4,metz
6.8,NC(=O)c1ccc(cc1)c2c[nH]c3nccc(Cl)c23,MARK2,metz
5.8,NC(=O)c1ccc(cc1)c2c[nH]c3nccc(Cl)c23,PRKCZ,metz
6.1,NC(=O)c1ccc(cc1)c2c[nH]c3nccc(Cl)c23,SYK,metz
5.8,NC(=O)c1ccc(cc1)c2c[nH]c3nccc(Cl)c23,CAMK1D,metz
6.1,NC(=O)c1ccc(cc1)c2c[nH]c3nccc(Cl)c23,CAMK2A,metz
6.3,NC(=O)c1ccc(cc1)c2c[nH]c3nccc(Cl)c23,CDK5,metz
6.0,NC(=O)c1ccc(cc1)c2c[nH]c3nccc(Cl)c23,ABL1,metz
6.2,NC(=O)c1ccc(cc1)c2c[nH]c3nccc(Cl)c23,ACVR1,metz
7.6,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,CDK7,metz
7.0,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,CDK9,metz
5.1,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,CHEK1,metz
8.4,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,CLK2,metz
6.8,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,CSF1R,metz
6.7,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,CSNK1A1,metz
7.2,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,DAPK3,metz
8.4,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,DYRK1A,metz
6.5,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,FGFR1,metz
6.7,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,FLT1,metz
7.4,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,FLT3,metz
8.0,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,FYN,metz
8.0,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,GSK3B,metz
7.5,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,JAK2,metz
8.1,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,JAK3,metz
6.0,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,KDR,metz
7.2,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,LCK,metz
5.7,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,MAPK9,metz
6.8,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,NTRK1,metz
6.3,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,NTRK2,metz
7.5,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,NTRK3,metz
5.7,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,PAK4,metz
6.8,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,PIM1,metz
8.4,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,PRKAA1,metz
7.7,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,PRKACA,metz
6.8,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,PRKCN,metz
7.1,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,PRKX,metz
6.7,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,RET,metz
7.6,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,ROCK1,metz
6.5,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,STK12,metz
6.5,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,TAO1,metz
6.6,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,ITK,metz
5.7,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,PLK4,metz
6.6,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,PIM3,metz
5.4,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,AKT1,metz
5.9,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,AKT3,metz
6.7,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,EGFR,metz
6.2,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,PTK6,metz
6.5,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,TYK2,metz
8.0,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,ROCK2,metz
6.4,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,SGK,metz
6.8,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,MARK3,metz
6.4,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,MELK,metz
7.3,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,BLK,metz
7.1,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,CAMK2D,metz
7.0,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,CAMK2G,metz
7.8,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,CDC42BPA,metz
7.7,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,CDK2,metz
7.8,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,CSNK1G1,metz
8.2,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,CSNK1G2,metz
7.7,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,CSNK1G3,metz
7.2,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,HIPK2,metz
7.3,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,IRAK1,metz
7.0,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,IRAK4,metz
6.2,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,MAPK1,metz
6.8,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,MKNK2,metz
8.6,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,PKN2,metz
8.1,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,PRKCD,metz
6.4,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,PRKCG,metz
6.6,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,PRKD2,metz
7.8,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,RPS6KA5,metz
7.1,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,RPS6KB1,metz
7.1,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,SRC,metz
6.8,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,STK17A,metz
5.9,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,STK22B,metz
6.7,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,STK22D,metz
7.6,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,CDC2,metz
5.8,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,CSNK2A1,metz
7.2,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,DYRK3,metz
6.4,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,HIPK4,metz
5.7,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,KIAA1811,metz
5.2,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,MAPKAPK2,metz
7.1,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,FRK,metz
5.3,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,TOPK,metz
6.9,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,FER,metz
8.0,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,SLK,metz
6.0,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,CAMK2B,metz
7.2,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,CSNK1D,metz
5.6,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,DYRK4,metz
5.8,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,ERBB4,metz
6.7,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,MAPK12,metz
6.2,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,MAPK13,metz
5.5,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,SRPK1,metz
6.8,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,ZAK,metz
6.7,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,PRKG1,metz
6.0,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,SRMS,metz
6.5,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,ALK,metz
8.3,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,CDK5,metz
6.3,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,ABL1,metz
5.8,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,CLK2,metz
5.9,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,CSF1R,metz
6.3,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,DYRK1A,metz
6.4,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,FLT3,metz
7.0,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,FYN,metz
6.1,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,GSK3A,metz
6.1,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,GSK3B,metz
6.3,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,LCK,metz
5.2,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,MAP4K2,metz
6.8,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,MAP4K4,metz
5.8,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,MAPK9,metz
5.2,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,NEK2,metz
5.7,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,NTRK1,metz
7.0,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,NTRK3,metz
5.6,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,PRKCN,metz
5.4,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,ROCK1,metz
5.2,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,RPS6KA3,metz
6.5,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,CLK4,metz
6.0,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,EGFR,metz
5.7,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,PTK6,metz
6.5,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,ROCK2,metz
5.1,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,SGK,metz
6.0,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,MARK3,metz
5.9,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,MELK,metz
6.2,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,STK3,metz
6.6,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,BLK,metz
5.9,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,CAMK2D,metz
6.1,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,CAMK2G,metz
5.7,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,CDC42BPA,metz
5.3,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,IRAK4,metz
5.8,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,MINK,metz
5.8,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,MKNK2,metz
6.0,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,NEK4,metz
5.9,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,PKN2,metz
5.5,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,PRKD2,metz
6.5,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,SRC,metz
5.6,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,STK17A,metz
5.5,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,CDC2,metz
5.4,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,DYRK3,metz
6.4,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,FRK,metz
6.6,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,MAP4K5,metz
5.8,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,SLK,metz
5.9,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,CAMK2B,metz
5.7,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,CSNK1D,metz
5.6,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,DCAMKL1,metz
6.4,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,AXL,metz
5.4,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,FLT4,metz
7.0,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,LYN,metz
5.9,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,MARK2,metz
6.0,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,ALK,metz
6.6,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,BTK,metz
5.3,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,CDK5,metz
6.6,Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,ABL1,metz
5.5,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,CHEK1,metz
7.4,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,CLK2,metz
6.4,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,CSF1R,metz
7.6,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,DYRK1A,metz
6.0,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,FGFR1,metz
6.9,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,FLT1,metz
7.5,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,FLT3,metz
6.4,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,FYN,metz
7.1,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,GSK3A,metz
6.8,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,GSK3B,metz
6.9,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,JAK3,metz
6.7,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,KDR,metz
6.1,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,LCK,metz
6.3,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,LIMK1,metz
6.4,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,MAPK8,metz
6.3,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,MAPK9,metz
6.0,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,NEK2,metz
6.7,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,NTRK1,metz
5.8,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,NTRK2,metz
7.7,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,NTRK3,metz
6.2,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,PAK4,metz
5.7,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,PIM1,metz
6.9,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,PRKAA1,metz
7.2,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,PRKCN,metz
6.3,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,PRKX,metz
6.9,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,ROCK1,metz
6.0,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,RPS6KA3,metz
6.5,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,STK12,metz
6.5,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,STK6,metz
6.2,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,TAO1,metz
7.8,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,CLK4,metz
6.8,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,ITK,metz
6.6,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,PLK4,metz
6.4,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,PIM3,metz
5.8,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,INSR,metz
5.3,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,PLK3,metz
6.4,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,EGFR,metz
6.7,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,FGFR3,metz
7.2,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,ROCK2,metz
6.9,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,SGK,metz
7.0,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,MARK3,metz
6.4,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,MELK,metz
6.1,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,ROS1,metz
7.1,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,STK3,metz
5.9,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,BLK,metz
7.2,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,CAMK2D,metz
7.3,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,CAMK2G,metz
6.1,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,CDC42BPA,metz
6.2,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,CDC7,metz
6.5,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,CDK2,metz
6.4,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,CHEK2,metz
5.4,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,CSNK1G1,metz
5.4,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,CSNK1G2,metz
5.7,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,MAPK1,metz
6.2,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,PDPK1,metz
6.7,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,PHKG2,metz
6.6,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,PKN2,metz
7.1,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,PRKD2,metz
5.9,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,RPS6KA5,metz
5.9,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,RPS6KB1,metz
6.4,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,STK17A,metz
7.1,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,STK22D,metz
7.2,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,CDC2,metz
6.3,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,CSNK2A1,metz
5.6,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,DYRK3,metz
5.9,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,KIAA1811,metz
6.8,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,FRK,metz
5.4,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,TOPK,metz
7.0,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,FER,metz
7.5,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,SLK,metz
6.4,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,CAMK2B,metz
5.7,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,CSNK1D,metz
6.6,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,DYRK4,metz
5.4,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,MAPK13,metz
6.1,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,SRPK1,metz
7.4,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,AXL,metz
6.3,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,FES,metz
6.6,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,FLT4,metz
6.3,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,LYN,metz
7.1,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,MARK2,metz
5.1,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,PRKCZ,metz
6.3,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,PTK2B,metz
