drug,target,value,fold
23,23,5.2,3
23,29,5.4,2
23,33,6.0,5
23,41,5.7,5
23,44,6.0,2
23,55,5.7,1
23,57,5.5,1
23,59,6.1,5
23,61,5.8,5
23,65,6.2,2
23,71,6.8,4
23,72,5.7,5
23,80,6.7,5
23,81,5.7,2
23,83,5.3,4
23,87,5.3,2
23,88,6.5,1
23,100,5.3,1
23,101,5.6,2
23,110,6.1,5
23,116,6.2,1
23,147,5.9,2
24,3,6.1,3
24,7,5.9,5
24,8,5.9,4
24,10,6.8,1
24,11,5.7,4
24,15,5.3,5
24,18,6.2,3
24,19,5.9,5
24,23,5.8,2
24,28,6.4,3
24,29,6.0,2
24,31,5.4,4
24,32,7.9,2
24,37,5.9,4
24,38,5.8,3
24,39,5.8,3
24,46,5.2,5
24,50,7.2,5
24,51,5.9,3
24,53,6.3,2
24,60,6.2,2
24,63,6.0,5
24,64,5.4,5
24,65,6.1,4
24,67,5.8,3
24,70,5.8,4
24,72,5.8,2
24,73,6.9,3
24,81,6.2,4
24,83,5.4,4
24,84,5.3,2
24,85,6.4,5
24,92,5.1,2
24,96,6.6,5
24,97,6.4,1
24,98,6.4,3
24,99,7.6,5
24,100,5.7,3
24,103,5.4,1
24,107,6.5,3
24,112,6.9,2
24,115,6.2,2
24,117,6.2,1
24,118,6.4,5
24,122,5.9,2
24,124,6.5,2
24,135,5.8,3
24,142,6.6,4
25,1,6.4,1
25,10,6.5,2
25,11,6.2,1
25,14,6.5,3
25,16,6.6,5
25,17,6.0,1
25,19,5.3,1
25,22,6.2,3
25,23,5.7,2
25,25,5.8,2
25,28,6.2,2
25,29,6.0,5
25,33,7.3,3
25,41,6.5,2
25,44,5.7,3
25,49,6.6,3
25,50,6.3,4
25,51,5.5,5
25,52,5.8,3
25,53,5.2,2
25,55,6.3,3
25,57,6.4,1
25,59,7.7,3
25,61,7.4,2
25,70,5.3,4
25,71,7.3,5
25,73,6.4,5
25,74,6.0,5
25,76,6.9,2
25,80,8.1,4
25,83,5.8,2
25,86,5.8,1
25,87,6.3,1
25,88,7.1,1
25,96,6.6,5
25,97,6.4,4
25,98,6.8,2
25,99,6.6,2
25,100,6.3,5
25,101,6.8,3
25,107,6.4,4
25,109,5.7,3
25,110,7.6,2
25,111,6.2,4
25,112,6.1,4
25,113,6.1,5
25,114,6.4,2
25,117,5.5,1
25,118,6.8,1
25,121,6.2,5
25,123,6.1,3
25,124,6.6,5
25,125,6.4,2
25,139,6.7,2
25,140,6.2,4
25,142,5.8,3
25,150,6.5,3
26,1,6.1,4
26,2,6.7,2
26,5,5.5,1
26,7,6.7,3
26,8,6.9,1
26,9,6.4,5
26,12,6.6,5
26,13,6.7,1
26,14,6.1,5
26,15,7.7,2
26,17,7.9,1
26,18,6.9,3
26,19,6.6,4
26,20,6.2,3
26,22,5.9,3
26,23,7.2,3
26,24,6.2,1
26,25,5.4,1
26,26,6.5,5
26,27,6.5,5
26,28,6.8,4
26,29,5.9,1
26,31,7.0,3
26,32,9.0,1
26,33,7.0,4
26,35,6.6,3
26,37,7.5,5
26,38,7.2,2
26,39,7.5,3
26,42,5.3,1
26,43,5.9,5
26,44,6.0,4
26,45,6.7,3
26,46,5.8,5
26,50,6.7,4
26,52,5.6,2
26,53,7.9,2
26,54,5.3,3
26,55,6.2,3
26,57,5.6,3
26,59,8.1,1
26,61,8.4,2
26,64,6.0,2
26,66,7.1,1
26,67,7.3,5
26,69,5.8,1
26,71,6.4,1
26,72,6.2,3
26,73,6.4,2
26,74,7.1,4
26,75,7.3,1
26,76,6.3,2
26,83,6.0,3
26,85,6.6,3
26,87,6.8,4
26,88,7.7,5
26,91,7.5,3
26,92,6.0,4
26,93,7.0,5
26,96,6.6,1
26,97,6.5,3
26,98,7.3,4
26,99,7.3,2
26,100,6.5,2
26,101,6.9,2
26,103,6.4,5
26,104,6.4,3
26,106,5.4,5
26,107,6.0,3
26,108,6.3,2
26,109,5.6,2
26,110,6.0,5
26,113,7.0,1
26,114,6.0,5
26,118,6.5,3
26,119,7.5,1
26,120,7.1,1
26,121,6.1,1
26,122,5.9,1
26,123,6.5,1
26,124,5.8,1
26,125,6.2,2
26,132,6.0,2
26,138,5.5,2
26,140,6.1,3
26,141,5.8,3
26,143,5.4,4
26,150,5.9,2
26,151,5.9,5
26,162,5.9,5
26,168,6.4,2
26,169,6.4,5
27,1,7.8,5
27,8,8.0,5
27,9,8.3,1
27,13,8.9,5
27,17,8.6,2
27,26,7.9,3
27,28,5.9,1
27,31,7.0,4
27,32,9.0,3
27,33,6.5,5
27,35,7.8,5
27,37,5.7,2
27,38,5.5,5
27,41,6.6,4
27,50,7.4,2
27,53,5.6,3
27,59,6.7,2
27,61,7.7,5
27,66,6.4,2
27,74,7.2,3
27,79,6.7,2
27,80,7.6,1
27,87,7.5,3
27,89,7.6,5
27,92,6.9,1
27,96,6.8,5
27,98,7.4,1
27,99,7.5,2
27,108,7.6,2
27,110,8.9,5
27,124,6.9,1
27,125,7.5,4
28,1,7.5,3
28,8,7.7,3
28,9,7.7,3
28,13,8.2,4
28,17,7.7,3
28,26,7.8,2
28,31,6.5,2
28,32,8.2,4
28,33,6.3,2
28,35,7.0,4
28,37,5.6,4
28,39,7.6,1
28,41,6.3,3
28,50,6.3,3
28,53,6.1,5
28,59,6.5,5
28,61,7.2,5
28,66,6.1,5
28,74,6.8,4
28,79,5.8,4
28,80,6.8,5
28,87,7.0,2
28,88,8.3,1
28,89,6.8,5
28,92,6.4,3
28,96,6.3,2
28,98,7.2,3
28,99,6.5,1
28,108,7.6,3
28,110,7.9,3
28,124,6.5,2
28,125,7.9,1
29,1,7.5,3
29,8,6.7,2
29,9,7.3,2
29,13,7.8,4
29,17,6.7,3
29,26,7.2,4
29,28,5.6,4
29,31,5.5,5
29,32,9.0,3
29,33,6.3,2
29,35,7.5,5
29,37,6.0,2
29,38,5.8,5
29,41,6.1,4
29,50,6.3,1
29,53,5.8,5
29,59,6.0,3
29,61,6.8,4
29,66,5.8,4
29,74,6.9,2
29,80,6.8,4
29,87,6.4,4
29,88,8.3,1
29,89,7.2,2
29,92,5.3,2
29,96,6.7,4
29,98,7.2,3
29,99,6.0,2
29,110,6.6,5
29,124,6.5,2
29,125,7.4,1
30,1,7.8,2
30,8,6.8,4
30,9,6.8,3
30,13,7.7,3
30,17,7.1,2
30,26,6.7,5
30,28,6.5,3
30,31,6.9,1
30,32,9.5,1
30,33,6.4,4
30,35,7.6,5
30,37,6.5,3
30,38,6.6,4
30,41,6.4,3
30,50,7.0,2
30,53,7.1,3
30,59,6.7,5
30,61,7.8,4
30,74,6.9,4
30,79,6.4,5
30,80,7.7,1
30,87,7.1,3
30,89,6.6,1
30,92,6.2,1
30,96,7.2,1
30,98,7.9,3
30,99,6.9,5
30,110,7.5,1
30,124,7.2,4
30,125,6.7,1
31,1,7.7,1
31,8,7.8,3
31,9,8.5,3
31,13,8.7,3
31,17,8.3,2
31,26,7.1,4
31,31,7.6,2
31,32,8.6,4
31,33,6.8,5
31,35,7.1,1
31,38,6.1,2
31,39,7.5,4
31,41,6.0,4
31,50,6.0,5
31,53,7.8,3
31,59,6.5,1
31,61,6.7,5
31,74,7.6,2
31,79,6.4,2
31,80,7.4,4
31,87,7.9,1
31,88,8.3,2
31,89,7.0,3
31,92,6.1,5
31,96,6.4,3
31,98,7.8,5
31,99,7.0,5
31,108,7.7,4
31,110,7.7,5
31,124,7.5,1
31,125,8.1,2
32,1,7.4,1
32,8,7.4,4
32,9,7.6,5
32,13,9.0,4
32,17,7.3,5
32,26,7.3,2
32,31,6.3,2
32,32,9.0,5
32,33,6.7,2
32,35,7.2,4
32,38,6.4,5
32,39,7.4,2
32,41,6.1,2
32,50,5.9,1
32,53,7.7,2
32,59,6.6,3
32,61,7.9,1
32,74,7.4,1
32,79,5.9,3
32,80,7.6,4
32,87,7.1,5
32,88,8.4,2
32,89,6.9,2
32,92,5.7,2
32,96,6.6,3
32,98,8.0,5
32,99,6.6,4
32,108,8.8,1
32,110,7.1,2
32,124,7.2,5
32,125,7.8,4
33,1,7.0,2
33,8,7.7,1
33,9,7.4,3
33,17,7.0,4
33,26,7.1,3
33,31,7.0,2
33,32,8.5,4
33,33,6.3,3
33,35,6.7,5
33,39,7.5,5
33,41,5.7,3
33,50,5.7,3
33,53,7.5,4
33,59,6.1,5
33,61,6.2,4
33,74,7.0,4
33,79,5.9,5
33,80,6.6,3
33,88,7.9,4
33,89,7.2,3
33,92,6.3,5
33,96,5.9,4
33,98,7.0,1
33,99,6.8,4
33,108,8.7,4
33,110,7.7,2
33,124,6.6,1
33,125,6.6,1
34,1,7.8,4
34,8,6.8,3
34,9,6.5,5
34,17,6.6,2
34,26,6.6,4
34,31,6.8,5
34,32,9.2,2
34,33,6.3,5
34,35,7.3,4
34,38,6.1,4
34,39,7.7,2
34,41,6.2,2
34,50,5.6,1
34,53,7.5,1
34,59,6.2,5
34,61,6.9,3
34,74,7.3,3
34,79,5.5,1
34,80,6.7,2
34,88,8.5,5
34,89,7.1,4
34,92,6.2,3
34,96,6.9,4
34,98,7.3,1
34,99,6.5,2
34,110,7.4,2
34,124,7.0,3
34,125,6.6,3
35,1,7.5,3
35,8,7.3,3
35,9,6.7,1
35,17,6.9,4
35,26,6.7,1
35,31,6.9,4
35,32,9.6,4
35,33,6.8,5
35,35,8.6,5
35,38,7.1,3
35,41,6.4,3
35,50,6.1,3
35,53,7.4,4
35,59,7.1,2
35,61,7.4,1
35,74,7.1,2
35,79,5.8,1
35,80,7.3,4
35,88,8.7,4
35,89,6.7,2
35,96,7.0,1
35,98,7.6,4
35,99,6.7,4
35,110,7.8,3
35,124,7.5,2
35,125,6.4,3
36,1,7.3,4
36,8,8.4,1
36,9,8.7,4
36,17,8.6,2
36,26,7.6,3
36,31,6.9,4
36,32,9.0,1
36,33,6.9,2
36,35,8.3,2
36,38,5.9,4
36,39,8.6,5
36,41,6.5,4
36,50,6.6,4
36,53,8.4,1
36,59,7.3,4
36,61,6.9,4
36,74,6.9,3
36,79,6.0,2
36,80,7.3,3
36,87,6.8,2
36,88,8.2,4
36,89,6.8,3
36,92,6.6,4
36,96,7.4,2
36,98,7.4,2
36,99,7.4,2
36,110,9.1,4
36,124,8.9,4
36,125,7.2,1
37,1,7.8,2
37,8,7.5,3
37,9,7.4,5
37,17,7.6,2
37,26,6.8,1
37,31,7.5,4
37,32,9.8,2
37,33,7.5,4
37,35,8.5,2
37,38,7.0,3
37,41,6.9,2
37,50,7.2,2
37,53,7.6,5
37,59,7.3,3
37,61,8.2,4
37,74,7.6,1
37,79,6.2,2
37,80,7.9,2
37,87,8.3,3
37,89,7.0,2
37,92,6.4,4
37,96,7.8,4
37,98,8.6,4
37,99,7.3,3
37,110,8.0,2
37,124,8.2,1
37,125,7.3,4
38,1,7.4,2
38,8,7.2,3
38,9,7.6,5
38,17,8.0,1
38,26,6.5,2
38,31,7.1,3
38,32,9.0,1
38,33,6.4,4
38,35,7.8,5
38,38,6.2,3
38,41,6.0,5
38,50,6.0,4
38,53,7.8,3
38,59,6.7,3
38,61,6.9,3
38,74,7.0,3
38,79,6.8,2
38,80,6.9,4
38,87,7.3,2
38,89,7.5,5
38,92,6.7,5
38,96,6.6,2
38,98,7.5,4
38,99,6.4,4
38,108,8.4,1
38,110,7.9,2
38,124,7.2,3
38,125,6.5,3
39,1,7.6,3
39,8,7.4,4
39,9,8.0,4
39,17,7.7,1
39,26,7.6,3
39,31,6.2,5
39,32,8.7,4
39,33,6.0,4
39,35,7.0,1
39,38,5.7,4
39,41,6.4,1
39,50,5.3,5
39,53,7.5,5
39,59,6.3,3
39,61,6.8,5
39,74,7.4,4
39,79,6.3,3
39,80,6.8,4
39,87,6.5,2
39,89,6.4,1
39,92,6.7,3
39,96,6.5,1
39,98,8.2,5
39,99,6.0,2
39,108,7.3,5
39,110,8.0,5
39,124,6.8,3
39,125,7.8,2
40,1,7.3,1
40,8,6.8,3
40,9,7.0,5
40,17,7.4,1
40,26,6.9,1
40,31,6.8,2
40,32,9.1,1
40,33,5.9,2
40,35,6.9,4
40,38,6.1,2
40,41,6.2,3
40,50,5.9,3
40,53,7.1,2
40,59,6.2,4
40,61,7.1,1
40,74,7.0,5
40,79,5.7,2
40,80,6.8,2
40,87,6.4,5
40,89,6.6,2
40,92,6.9,4
40,96,6.3,4
40,98,7.6,1
40,99,6.5,4
40,108,8.5,3
40,110,7.3,2
40,124,6.7,3
40,125,6.2,3
41,1,8.5,4
41,8,7.9,4
41,9,7.5,4
41,17,7.8,2
41,26,7.5,5
41,31,7.4,3
41,32,9.5,3
41,33,7.1,5
41,35,8.5,5
41,38,6.9,4
41,39,8.4,5
41,41,6.4,4
41,50,7.2,2
41,53,8.1,3
41,59,7.3,4
41,61,8.3,4
41,74,8.0,5
41,79,7.4,5
41,80,8.2,2
41,87,7.3,1
41,88,8.9,5
41,89,7.4,1
41,92,7.5,2
41,96,7.7,3
41,98,8.5,5
41,99,6.8,5
41,108,8.8,2
41,110,8.4,2
41,124,8.2,1
41,125,7.5,3
42,1,7.8,2
42,8,7.6,5
42,9,7.2,1
42,17,7.4,3
42,26,6.9,4
42,31,7.6,5
42,32,9.7,4
42,33,7.5,4
42,35,8.4,1
42,38,7.0,3
42,41,6.8,4
42,50,7.1,5
42,53,7.5,1
42,59,7.3,4
42,61,8.2,3
42,74,7.5,5
42,79,6.4,5
42,80,8.2,5
42,87,8.0,1
42,89,6.3,3
42,92,6.0,2
42,96,8.0,2
42,98,9.0,3
42,99,7.3,1
42,110,8.0,4
42,123,5.8,5
42,124,8.2,2
42,125,7.1,2
43,1,7.8,3
43,8,7.1,4
43,9,7.7,3
43,17,6.8,5
43,26,5.7,5
43,31,7.3,4
43,32,9.0,2
43,33,7.3,2
43,35,8.1,2
43,38,7.5,3
43,41,6.5,4
43,50,6.6,5
43,53,6.7,3
43,59,7.8,4
43,61,8.1,5
43,74,7.2,2
43,79,6.0,1
43,80,8.1,2
43,87,6.3,4
43,89,6.8,2
43,92,6.7,4
43,96,8.1,4
43,98,7.9,2
43,99,7.5,3
43,110,8.4,5
43,125,6.8,1
44,1,8.4,5
44,8,6.8,2
44,9,7.5,2
44,13,8.3,2
44,17,7.0,2
44,26,7.4,3
44,31,6.0,1
44,32,8.8,3
44,33,6.8,2
44,35,8.4,5
44,38,6.3,5
44,39,8.3,2
44,41,5.6,3
44,50,5.5,5
44,53,8.1,4
44,59,6.4,1
44,61,6.3,3
44,74,8.2,2
44,79,5.9,4
44,80,7.0,3
44,87,7.2,3
44,88,8.8,5
44,89,8.2,2
44,92,5.7,4
44,96,7.4,5
44,98,9.1,2
44,99,6.3,5
44,110,6.7,5
44,124,8.7,1
44,125,7.6,3
45,1,8.0,1
45,8,7.6,2
45,9,7.5,4
45,17,7.4,1
45,26,6.6,5
45,31,7.5,2
45,32,9.5,3
45,33,7.4,3
45,35,8.3,1
45,38,6.6,1
45,39,8.3,3
45,41,6.2,1
45,50,7.0,5
45,53,8.1,4
45,59,6.9,5
45,61,8.0,5
45,74,7.5,3
45,79,7.1,4
45,80,7.9,2
45,88,8.7,3
45,89,7.4,4
45,92,6.3,3
45,96,7.4,5
45,98,8.0,3
45,99,6.6,2
45,108,8.8,4
45,110,8.1,1
45,124,7.9,4
45,125,6.9,4
46,8,7.4,4
46,32,8.1,4
46,38,7.4,2
46,53,7.7,5
46,74,6.8,1
46,92,6.6,1
46,96,7.5,5
46,97,6.7,1
47,8,6.7,2
47,32,8.1,2
47,38,6.9,4
47,53,8.2,3
47,55,7.1,1
47,74,7.8,3
47,80,7.7,1
47,96,8.4,2
47,97,6.5,5
48,8,7.2,1
48,32,8.9,3
48,38,7.9,4
48,55,8.0,5
48,74,7.7,3
48,80,7.7,1
48,92,6.3,2
48,96,8.3,2
48,97,6.7,1
49,1,6.4,3
49,8,8.5,2
49,9,8.4,3
49,13,8.8,5
49,17,7.2,2
49,26,7.1,4
49,31,7.5,5
49,32,8.3,4
49,33,6.6,5
49,35,7.1,1
49,39,7.9,2
49,50,6.0,4
49,53,8.0,1
49,59,7.5,2
49,61,6.7,1
49,74,6.9,1
49,80,7.1,4
49,87,6.7,4
49,88,7.5,5
49,89,7.1,5
49,92,5.9,1
49,96,6.9,1
49,98,7.7,4
49,99,6.8,4
49,108,7.9,2
49,110,7.8,5
49,124,7.9,1
49,125,7.2,3
50,1,6.2,1
50,8,5.9,5
50,9,5.6,1
50,17,5.6,4
50,26,5.9,2
50,32,6.7,1
50,35,6.0,3
50,38,6.1,5
50,61,6.1,3
50,74,6.3,4
50,80,6.1,5
50,88,7.2,2
50,89,5.7,2
50,92,5.8,3
50,98,7.3,5
50,108,7.3,2
50,110,5.8,1
50,124,6.0,5
50,125,6.4,4
51,8,5.7,4
51,32,7.9,3
51,38,6.8,1
51,53,6.6,5
51,74,6.7,4
51,80,7.4,1
51,88,8.0,4
51,92,5.4,1
51,96,6.3,1
51,97,7.2,5
52,8,5.6,3
52,32,7.2,5
52,38,5.7,5
52,53,6.5,5
52,74,6.0,1
52,80,8.5,2
52,88,7.4,3
52,92,5.1,2
52,96,5.9,1
52,97,5.6,4
53,8,6.4,3
53,32,9.1,3
53,38,7.0,4
53,53,7.9,1
53,74,7.3,1
53,88,8.4,2
53,92,6.1,3
53,96,7.0,4
53,97,6.2,2
54,8,7.9,3
54,32,7.7,1
54,38,6.9,2
54,55,7.6,5
54,74,6.5,4
54,80,7.8,3
54,88,8.5,3
54,92,5.9,1
54,97,7.8,3
55,8,6.0,4
55,32,8.2,2
55,38,7.3,3
55,53,7.7,3
55,55,7.2,5
55,74,6.7,1
55,80,7.8,4
55,88,7.7,2
55,92,6.8,3
55,96,6.7,3
55,97,6.0,4
56,8,6.8,3
56,32,8.6,5
56,38,8.1,3
56,53,7.9,5
56,55,6.8,4
56,74,6.8,3
56,88,8.2,4
56,92,6.9,3
56,96,7.4,1
56,97,6.3,1
57,8,6.0,4
57,32,7.9,5
57,38,7.0,2
57,53,6.9,3
57,55,6.0,5
57,74,5.9,3
57,80,7.5,3
57,88,7.2,5
57,92,5.9,2
57,96,6.2,1
57,97,5.1,5
58,8,6.3,2
58,32,8.0,5
58,38,6.0,5
58,53,7.4,1
58,74,6.6,4
58,80,7.7,4
58,88,8.0,2
58,92,5.9,3
58,96,5.7,1
58,97,5.6,1
59,8,6.5,2
59,32,8.7,1
59,38,6.5,3
59,53,7.8,1
59,74,6.9,1
59,88,8.3,5
59,92,6.0,5
59,96,6.6,2
59,97,5.6,2
60,8,6.6,2
60,32,8.7,4
60,38,6.6,1
60,53,8.1,5
60,74,7.2,4
60,80,8.0,4
60,88,8.2,1
60,92,6.1,2
60,96,6.8,5
60,97,6.1,5
61,8,6.8,4
61,32,8.9,1
61,38,7.6,1
61,53,7.5,1
61,74,6.4,5
61,80,8.4,4
61,88,8.3,1
61,92,6.3,5
61,96,6.7,5
62,1,6.7,1
62,8,6.7,4
62,9,6.1,1
62,13,6.9,5
62,17,5.5,2
62,26,6.5,1
62,27,7.8,1
62,32,9.1,1
62,33,5.4,3
62,35,6.7,3
62,49,6.2,3
62,53,7.4,4
62,61,7.0,4
62,66,5.5,3
62,74,7.0,3
62,80,6.1,2
62,88,8.1,1
62,89,6.4,4
62,93,5.9,2
62,96,5.9,1
62,98,7.6,2
62,108,8.1,2
62,119,6.7,5
62,124,6.9,3
62,125,6.5,3
63,27,7.3,2
63,32,8.6,3
63,39,7.1,1
63,53,6.0,4
63,88,8.0,1
63,98,6.6,3
63,108,7.2,2
63,119,5.7,1
63,125,6.4,2
64,1,6.8,3
64,8,7.4,5
64,9,8.0,4
64,17,6.4,3
64,26,6.6,1
64,31,6.4,2
64,32,8.7,5
64,33,5.8,5
64,35,6.9,2
64,38,6.1,2
64,50,5.6,1
64,59,5.7,3
64,61,6.2,4
64,74,6.4,4
64,79,6.0,2
64,80,6.5,2
64,88,8.2,1
64,89,7.2,4
64,92,6.0,2
64,96,5.7,2
64,98,7.3,2
64,99,5.8,3
64,110,6.9,1
64,124,6.2,5
64,125,6.1,5
65,1,6.1,1
65,8,7.1,1
65,9,7.7,2
65,13,7.6,1
65,17,7.7,3
65,26,7.1,1
65,31,7.1,1
65,32,9.0,5
65,33,7.0,4
65,35,6.2,4
65,38,7.0,4
65,50,7.3,1
65,59,7.1,4
65,61,8.2,4
65,74,6.8,1
65,79,5.4,2
65,80,8.0,5
65,87,6.3,4
65,88,7.4,4
65,92,6.1,2
65,96,6.2,2
65,98,8.3,3
65,99,8.1,4
65,108,6.1,1
65,110,7.3,1
65,124,5.5,2
65,125,7.2,1
66,8,6.8,3
66,32,8.6,5
66,38,6.7,2
66,53,7.7,1
66,74,7.1,4
66,80,8.4,3
66,92,5.8,3
66,96,6.5,2
66,97,5.9,1
67,8,6.6,1
67,32,9.1,2
67,38,7.0,5
67,53,7.8,1
67,74,7.6,2
67,80,8.5,4
67,92,6.3,3
67,96,6.9,1
67,97,5.3,1
68,1,6.6,3
68,8,7.1,2
68,9,7.6,3
68,13,8.3,4
68,26,6.8,2
68,31,7.7,4
68,32,8.9,5
68,33,7.2,3
68,35,7.2,4
68,38,6.1,2
68,39,8.2,1
68,50,6.2,1
68,53,8.5,5
68,59,6.8,1
68,61,7.9,4
68,74,7.3,5
68,79,6.3,5
68,80,7.9,3
68,87,8.0,1
68,88,7.6,2
68,92,7.2,5
68,96,6.4,1
68,98,7.2,4
68,99,7.3,2
68,108,5.5,4
68,110,7.5,3
68,124,6.4,2
68,125,6.5,2
69,8,6.8,4
69,32,8.7,3
69,35,6.7,5
69,38,6.9,1
69,53,8.3,3
69,74,7.2,3
69,89,6.8,2
69,92,6.1,2
69,96,6.6,2
69,97,5.4,3
70,1,5.7,3
70,8,7.2,5
70,9,7.1,1
70,13,7.6,1
70,17,7.2,5
70,26,7.4,1
70,31,7.6,5
70,32,9.4,2
70,33,6.7,1
70,35,6.4,2
70,38,7.8,1
70,39,7.4,1
70,50,6.8,4
70,53,7.2,5
70,59,7.4,2
70,61,7.9,4
70,74,6.8,3
70,80,7.8,5
70,87,6.6,3
70,88,7.2,4
70,92,6.4,2
70,96,6.4,4
70,98,7.3,1
70,99,7.4,3
70,108,7.0,5
70,110,7.0,4
70,124,6.4,4
70,125,6.5,1
71,8,7.5,1
71,32,9.2,1
71,35,6.8,5
71,38,7.5,2
71,53,8.0,1
71,74,8.1,1
71,89,7.1,3
71,92,6.4,5
71,96,7.0,3
71,97,5.8,5
72,1,5.8,3
72,8,6.5,4
72,27,7.4,1
72,32,9.3,3
72,53,6.8,2
72,79,6.1,1
72,88,7.9,3
72,98,7.4,2
72,108,7.8,1
72,124,6.0,5
73,13,7.5,2
73,27,6.5,2
73,32,8.8,1
73,80,5.6,1
73,88,7.6,5
73,98,6.6,1
73,108,7.1,5
73,125,5.8,2
73,126,5.5,1
74,27,4.2,4
74,79,4.3,4
74,127,4.1,1
75,32,7.1,4
75,34,5.4,1
76,32,7.0,1
76,81,5.6,5
77,2,8.3,1
77,3,6.8,3
77,6,8.6,2
77,10,7.0,1
77,29,8.3,2
77,30,6.3,1
77,34,5.6,5
77,39,7.3,2
77,49,7.4,5
77,51,7.0,4
77,52,6.4,2
77,59,6.3,5
77,65,5.6,1
77,66,6.1,3
77,70,6.7,3
77,71,7.2,2
77,78,5.6,5
77,80,5.7,2
77,81,6.2,5
77,90,6.3,3
77,106,7.0,3
77,108,7.4,1
77,110,7.9,1
77,118,8.1,2
77,119,6.0,5
77,127,6.4,1
77,128,5.9,1
77,129,6.8,4
77,130,8.5,4
77,131,7.6,3
77,135,6.5,3
77,148,6.1,3
77,155,6.0,2
78,2,7.2,4
78,3,7.5,2
78,6,7.8,4
78,29,7.9,3
78,49,6.6,4
78,51,7.9,3
78,65,6.5,2
78,71,7.8,1
78,78,6.5,1
78,81,7.0,1
78,106,5.9,3
78,108,7.6,3
78,110,7.3,4
78,118,6.0,1
78,127,5.9,3
78,129,6.7,1
78,130,8.1,4
78,131,8.4,3
78,155,6.7,5
79,1,5.5,2
79,2,7.4,2
79,3,6.5,1
79,4,6.3,5
79,5,5.5,5
79,6,7.7,1
79,7,5.7,4
79,8,6.7,5
79,9,6.4,5
79,10,6.7,2
79,26,5.8,4
79,27,6.2,3
79,28,5.8,4
79,29,8.4,1
79,30,6.1,2
79,31,6.2,3
79,34,6.2,2
79,35,6.0,4
79,36,5.6,4
79,37,5.9,1
79,38,6.2,4
79,39,6.7,4
79,47,6.2,2
79,48,5.8,4
79,49,7.2,3
79,50,5.8,2
79,51,6.6,5
79,52,6.2,3
79,53,6.4,1
79,59,6.5,2
79,64,5.5,4
79,65,6.1,3
79,66,6.5,2
79,70,6.8,3
79,71,6.5,3
79,78,6.9,1
79,79,6.2,5
79,80,6.1,5
79,81,6.2,3
79,83,5.7,4
79,86,6.0,1
79,87,6.3,2
79,88,5.8,5
79,89,6.3,2
79,90,6.7,5
79,91,6.3,1
79,92,5.9,1
79,93,6.0,4
79,94,5.8,4
79,98,6.1,4
79,106,6.4,5
79,108,7.0,4
79,109,5.7,4
79,110,7.3,1
79,118,7.3,3
79,119,6.2,4
79,124,5.9,3
79,126,6.0,3
79,127,6.7,5
79,128,6.2,4
79,129,6.9,4
79,130,8.1,1
79,131,7.5,1
79,135,6.5,2
79,136,5.5,5
79,137,6.3,3
79,148,6.4,2
79,155,6.5,2
79,167,5.9,5
80,2,8.5,3
80,3,8.7,5
80,4,6.9,3
80,6,9.1,2
80,7,5.7,5
80,10,8.7,3
80,11,7.0,2
80,13,6.6,2
80,14,5.3,5
80,17,5.6,3
80,18,5.2,5
80,20,5.9,4
80,23,8.5,5
80,28,5.8,4
80,29,9.0,4
80,30,8.0,3
80,34,6.7,1
80,39,6.8,3
80,41,5.5,1
80,42,5.7,4
80,43,5.8,1
80,44,8.7,2
80,45,5.9,1
80,47,6.0,5
80,49,7.9,1
80,51,8.0,4
80,52,6.2,2
80,53,7.5,5
80,55,6.7,4
80,56,6.0,4
80,57,5.2,5
80,58,6.7,5
80,59,8.1,5
80,60,8.6,4
80,61,7.3,4
80,63,8.7,4
80,65,7.2,3
80,66,6.2,5
80,67,6.1,5
80,70,7.2,4
80,71,8.2,4
80,72,6.3,2
80,73,6.5,3
80,74,6.8,5
80,76,7.3,3
80,78,7.6,2
80,80,7.3,2
80,81,7.2,2
80,83,5.6,1
80,85,7.0,3
80,86,6.7,4
80,87,5.7,4
80,88,6.0,4
80,90,7.4,4
80,91,7.0,3
80,95,6.1,1
80,97,5.2,4
80,99,7.8,3
80,100,6.3,2
80,101,8.1,3
80,103,7.1,3
80,104,5.5,3
80,106,7.9,3
80,108,6.8,4
80,110,7.8,4
80,111,6.3,3
80,112,6.6,5
80,114,7.7,2
80,115,7.4,3
80,116,8.8,3
80,117,5.7,1
80,118,9.1,5
80,119,7.6,3
80,121,8.3,5
80,123,7.3,5
80,125,6.1,4
80,126,5.9,1
80,127,7.2,3
80,128,6.9,4
80,129,8.5,1
80,130,9.3,4
80,131,8.6,3
80,132,6.3,1
80,133,7.5,1
80,134,7.2,1
80,135,8.4,2
80,136,6.4,4
80,137,7.8,3
80,138,5.8,3
80,139,7.9,5
80,140,6.7,5
80,141,7.4,2
80,142,8.0,3
80,144,6.0,2
80,146,7.6,5
80,148,7.6,3
80,149,5.9,4
80,150,5.4,5
80,151,5.3,5
80,155,8.1,4
81,2,8.4,4
81,3,8.8,4
81,4,6.0,2
81,5,5.6,1
81,6,8.8,5
81,8,6.1,4
81,10,8.7,2
81,29,8.9,2
81,30,6.6,4
81,34,5.6,3
81,38,5.6,5
81,39,6.4,3
81,49,8.2,2
81,51,8.0,5
81,59,6.1,3
81,65,6.0,2
81,70,6.3,1
81,71,8.1,5
81,78,7.0,2
81,80,6.1,5
